pull_id,pull_no,title,body
748268633,11450,b'RavenDB-15844  Database list view - Alerts and perf hints should be l\xe2\x80\xa6',b'\xe2\x80\xa6inks'
748248898,11449,b'RavenDB-15882 - fix failing tests',b''
748224036,11448,b'RavenDB-15588 Stay in rehab with index error',b''
748075499,11447,b'RavenDB-15885 fixed issue with resolving custom analyzers',b''
748075326,11446,b'RavenDB-15885 added test',b''
747356986,11445,b'RavenDB-15877 Optimizing between queries',b'Changing the settings for between queries that are used as secondary filter to avoid preloading a lot of data in most common situations.'
746839414,11444,b'RavenDB-15783  Setting value to zero will save it as null',b''
746717198,11443,b'RavenDB-15376 : Error when patching multiple types',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15376'
746576685,11442,b'RavenDB-15872 Additional Assemblies Syntax tooltip',b''
746437027,11441,"b'HRINT-1967 [build scripts] Add a NoBundling option, globalize build c\xe2\x80\xa6'",b'\xe2\x80\xa6onfiguration switch'
745412619,11440,"b'RavenDB-15475 Adding unused database Ids to import/export for prevent ing ""conflict"" in import destination cluster replication'","b'So to reproduce the issue there need to be two steps before the replication:\r\n1. The document and its revision have to come from export/backup & import.\r\n2. last revision has to be a deletion revision.\r\n* One obligate state - the first revision has a ""conflict"" with the deletion.\r\n\r\nReason:\r\n1. If the document came from the same database the `UnusedDatabaseIds` solve the conflict.\r\n2. The `import` deal first with documents so if the document is not deleted the first revision will be created by the destination of the import and be the same as the final document so all the rest of the revision will be treated as conflict but the final result be the desired document.\r\n\r\nOne way to solve it is to import the `UnusedDatabaseIds` as well (as proposed in this PR).\r\nAnother way can be to remove the unused database Ids from the document in the import process but this will require specific treatment in documents that there change vector composed of just unused database ids.'"
745153950,11439,b'RavenDB-15718  Add Mentor Node to Server Wide Backup and external rep\xe2\x80\xa6',b'\xe2\x80\xa6lication'
744845246,11438,b'RavenDB-15846 Update the Enforce Revisions Configuration popup in 5.1',b''
744767547,11437,b'RavenDB-15720 Ongoing Hub & Sink Tasks Details: refactor details text',b''
744712922,11436,b'RavenDB-15830 Edit index tabs - Enhancements',b''
744707281,11435,b'RavenDB-15819: use unreachable cluster index in test',b''
744683562,11434,b'RavenDB-15784: Resolve duplicate attachments in conflicted documents',b''
744618617,11433,b'HRINT-1952 fix docker image tags using ubuntu focal',b''
744600074,11432,"b""RavenDB-15870 / RavenDB-15856 Let's try to throw ObjectDisposedExcept\xe2\x80\xa6""","b""\xe2\x80\xa6ion if we get InvalidHandle error code in 32 bits pager. In general if we don't manage to ensure vald pager pointer then we cannot use the buffer for decompression."""
744598956,11431,b'HRINT-1952 change docker tags - latest tags should point to 5.1',b''
744589999,11430,b'HRINT-1952 change docker tags - latest tags should point to 5.1',b''
744538645,11429,b'RavenDB-15800 - fix backup tests',b''
744181267,11428,b'RDBCL-1656 fix native bin extension for osx',b''
744143421,11427,b'RavenDB-15832 Show counts on tabs when editing an index to indicate t\xe2\x80\xa6',b'\xe2\x80\xa6hat there is something set there'
744045944,11426,b'RavenDB-15875 - Improve the performance of initial index run',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15875'
743863367,11425,b'RDBCL-1656 copy native binaries outside of publish pipeline',b''
743795697,11424,b'RavenDB-15874 Additional Assemblies From NuGet should be licensed',b''
743750033,11423,"b'RavenDB-15606 Add ""/admin/stats"" end point to debug package'",b'https://issues.hibernatingrhinos.com/issue/RavenDB-15606'
743733064,11422,b'RavenDB-15625 stay in rehab with disabled index',b''
743721946,11421,b'5.0 to 5.1 merge',b''
743340750,11420,b'4.2 to 5.0 merge',b''
743329747,11419,"b'RavenDB-15814 When node is passive and license is not activated, stat\xe2\x80\xa6'",b'\xe2\x80\xa6e so on the License View'
743324284,11418,b'RavenDB-15868',b'- avoid sending license update commands to cluster when it is passive\r\n- if config does not exist return false instead of throwing'
743303053,11417,b'RavenDB-15866 support type in HashCalculator',b''
743259091,11416,b'RavenDB-15836',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15836'
743255209,11415,b'RavenDB-15722 Connections strings that are used by tasks - Fix behavior',b''
743237056,11414,b'RavenDB-15855 Avoid duplicated tasks of pull Replication',b''
743224640,11413,b'RavenDB-15714 refactor code',b''
743188907,11412,"b'RavenDB-15606 Add ""/admin/stats"" end point to debug package'",b'https://issues.hibernatingrhinos.com/issue/RavenDB-15606'
742359188,11411,b'RavenDB-15856 Throw ObjectDisposedException instead of NRE when the p\xe2\x80\xa6',"b""\xe2\x80\xa6ages is being disposed. It's expected and handled by DecompressionBuffers"""
742232310,11410,b'4.2 to 5.0 merge',b''
741963163,11409,b'RavenDB-15851 Studio is not sending Additional Assemblies to get inde\xe2\x80\xa6',b'\xe2\x80\xa6x fields so the compiler fails'
741827601,11408,b'RavenDB-15858 guard against infinite recursion',b''
741707144,11407,b'RavenDB-15859 Endless query when doing optimized IN queries',b''
741668686,11406,b'RavenDB-15779 HashCalculator use DateTime.GetDefaultRavenFormat',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15779'
741663288,11405,b'RavenDB-15858 Fix Infinite recursion in query',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15858'
741574428,11404,b'RavenDB-15769 : fix failing tests',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15769'
741471755,11403,b'4.2 to 5.0 merge',b''
741438508,11402,b'RavenDB-15625 stay in rehub with disabled indexes',b''
741181319,11401,b'RavenDB-15833 Menu graphic issues',b''
741066080,11400,b'RavenDB-15791 Certificates View: Enhancements',b''
741022630,11399,b'RavenDB-15848 register additional assembles as known dlls',b''
740835174,11398,b'RavenDB-15733 Allow to export revisions even when revision configurat\xe2\x80\xa6',b'\xe2\x80\xa6ion is disabled'
740649526,11397,b'4.2 to 5.0 merge',b''
740644941,11396,b'RavenDB-7070 updated to .NET Core 3.1.10',b''
740620034,11395,b'RavenDB-15792 : Failed to parse when time series name contain spaces',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15792'
740604560,11394,"b""RavenDB-15778 Fix the 'dirty' behavior for ongoing tasks""",b''
740236700,11393,b'RavenDB-15731 Add more info to Enforce Revisions Configuration View',b''
739872600,11389,b'4.2 to 5.0 merge',b''
739811126,11388,b'RavenDB-15843 Add TCP statistics to test resource snapshot',b''
739743097,11387,b'RavenDB-15714  Disable the Renew License button when user does not ha\xe2\x80\xa6',b'\xe2\x80\xa6ve sufficient privileges'
739679039,11386,b'HRINT-1952 update base docker image',b''
739668799,11385,b'RavenDB-15842 Fix Stack overflow in Voron.Impl.LowLevelTransaction.ThrowObjectDisposed',b''
739650595,11384,b'RavenDB-15713 Create SQL writer lazily',b''
739008716,11383,b'RavenDB-15834 Make SnapshotInstalled() sync method - nothing is async there',b''
738978067,11382,b'RavenDB-15645 bump documents version',b''
738972558,11381,"b'RavenDB-15817 Expose timeSeriesFields based on parameter, not based o\xe2\x80\xa6'",b'\xe2\x80\xa6n IsRavenStudio - fixed failing test'
738928904,11380,b'5.0 to 5.1 merge',b''
738895877,11379,b'4.2 to 5.0 merge',b''
738757199,11378,b'RavenDB-15831 fix failing test',b''
738741096,11377,b'RavenDB-15415 Index progress modified to show items instead of documents to support Counter/TimeSeries index',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15415'
738547544,11376,"b'RavenDB-15817 Expose timeSeriesFields based on parameter, not based o\xe2\x80\xa6'",b'\xe2\x80\xa6n IsRavenStudio'
738500714,11375,b'RavenDB-15668 Document Revisions View - Enhancements',b''
738477379,11374,b'RavenDB-15828 Fix 5.1 replication protocol to be compatible with 5.0',b''
738470269,11373,b'RavenDB-15827 :  TimeSeries: C# parsing of Groupby value fails',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15827'
738453223,11372,b'RavenDB-15803 fix race in PoolOfThreads and reduce work for the TaskExecutor',b''
738451018,11371,b'RavenDB-15826 LazyLoad does not handle already included documents',b''
738436503,11370,b'RavenDB-15346 Retry CPU credits sync on startup',b''
738434683,11369,b'RavenDB-15825 testing',b''
738434085,11368,b'RavenDB-15825 properly calculate hash of complex objects in query parameters',b''
738408120,11367,b'RavenDB-15823  Cannot create new index',b''
738241145,11366,b'RavenDB-15824 Optimize client side JSON serialization',"b'- Avoid allocating arrays when getting blittable properties, use native memory instead\r\n- Reduce the cost of CanConvert calls in JsonConvert\r\n- When detecting changes in blittable, use the order of properties in the document, not lexical properties. User can modify that if needed more easily'"
738213040,11365,b'RavenDB-7070 add timeout to server disposal in tests',b''
737830022,11364,b'RavenDB-15822 added endpoints to monitor active TCP connections',b''
737102923,11363,b'RavenDB-15704 Support plan in the studio for Cloud',b''
736930731,11362,b'RavenDB-7070 updated to .NET 5.0 RTM',b''
736789113,11361,b'RavenDB-14991: Rework subscription failing test',b''
736646553,11360,b'RavenDB-15815 Fix merge RavenCommandTest 5.0-> 5.1',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15815'
736320805,11359,b'5.0 to 5.1 merge',b''
736240818,11358,b'4.2 to 5.0 merge',b''
736151644,11357,b'RavenDB-15723 Connection strings view title visibility fix',b''
736122425,11356,b'RavenDB-15759 : ArgumentNullException when querying Tmeseries',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15759'
736107712,11355,b'RavenDB-15785 introduced UseTaskAwaiterWhenNoSynchronizationContextIsAvailable',b''
736086723,11354,b'RavenDB-15786 Introducing separate options for worker threads and asy\xe2\x80\xa6',b'\xe2\x80\xa6nc IO threads of ThreadPool'
736085816,11353,b'RavenDB-15816 exposed available worker and completion port threads in SNMP',b''
735971083,11352,b'RavenDB-15815 Fix merge 4.2->5.0',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15815'
735969207,11351,b'RavenDB-15297 - Fix for Studio',b''
735873886,11350,b'RavenDB-15794 Circle spatial field not created for javascript index',b''
735872370,11349,b'RavenDB-15794 Circle spatial field not created for javascript index',b''
735647734,11348,b'Raven db 13565',b''
735641809,11347,"b'RavenDB-15741 use EnumerateAndClear when cleaning EncryptionBufferPool on low memory, if not we will only clear allocations from current core'",b''
735554425,11346,b'5.0 to 5.1 merge',b''
735391552,11345,b'RavenDB-15553 : Issue translating identity property in subscription scripts',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15553'
735374014,11344,b'RavenDB-7070 fixing test and normalizing the messages',b''
735339075,11343,b'RavenDB-15705 properly handling nested arrays which can be of type BlittableJsonReaderArray',b''
735323293,11342,b'4.2 to 5.0 merge',b''
735314336,11341,b'Raven db 15699',b''
735183848,11340,b'RavenDB-15786 Increasing the number of  MinThreads on Thread Pool (de\xe2\x80\xa6',b'\xe2\x80\xa6fault value is set to the number of processors on a system) on server startup to alleviate potential thread starvation problem when serving many requests.'
735087368,11339,"b""RavenDB-15721 Don't create new server-wide external replication when just modify the name""",b'https://issues.hibernatingrhinos.com/issue/RavenDB-15721'
734715899,11338,b'RavenDB-15812 Add copy button to additional sources examples',b''
734552990,11337,"b""RDBCL-1378 use CpuUsage metric cache slot for io wait since it's calc\xe2\x80\xa6""",b'\xe2\x80\xa6ulated by the same routine'
734526224,11336,b'RavenDB-15699 Traffic Watch queries with parameters',b'Support parsing the Traffic Watch format to allow us to easily copy & paste queries.'
734441125,11335,b'5.0 to 5.1 merge',b''
734418563,11334,b'RavenDB-15144 Allow to define pull replication sink in the studio wit\xe2\x80\xa6',b'\xe2\x80\xa6hout certificate'
733979634,11333,b'RavenDB-15797 The client test should not wait for client configuration to be changed while it is not changed in the server',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15797'
733951552,11332,b'RavenDB-15784: Rename attachment of conflicted document if it has dup\xe2\x80\xa6',b'\xe2\x80\xa6licate name'
733951456,11331,b'RavenDB-15784: Rename attachment of conflicted document if it has dup\xe2\x80\xa6',b'\xe2\x80\xa6licate name'
733914048,11330,b'RavenDB-14695  clear the bitmap array',b'We cannot assume that the rented buffer is zeroed.'
732923788,11329,b'RavenDB-15734 About page style regression',b''
732922232,11328,b'Raven db 15590',b''
732505672,11327,b'RavenDB-15297 Edit certificate without the need to send the actual certificate through the wire',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15297'
732363837,11326,b'RavenDB-15732 : Time series group by date start',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15732'
732143340,11325,b'5.0 to 5.1 merge',b''
732139541,11324,b'RavenDB-15789 Enhancements to /debug/storage endpoints',b''
731556237,11323,b'4.2 to 5.0 merge',b''
731395709,11322,b'RavenDB-13204 Collapse/Expand button - Remove active class',b''
731331916,11321,b'RavenDB-15786',b''
730930153,11320,b'RavenDB-15655 Trim all relevant destination input fields when adding \xe2\x80\xa6',b'\xe2\x80\xa6a backup'
730423562,11319,b'RavenDB-7070 fixing NuGet packages',b''
730206168,11318,b'RavenDB-15753 additional assemblies',b''
730175440,11317,b'RavenDB-15706 better error when using bulk insert without db',b''
730161522,11316,b'RavenDB-15669 properly handle hash if no TS entries found',b''
729569651,11315,b'RavenDB-15776 - Add timings for Lucene Merge step',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15776'
729116107,11313,b'RavenDB-15689 Add a copy button to examples',b''
729024205,11312,b'RavenDB-15526 Changes to CreateRaftClusterAndGetLeader',b''
729016828,11311,b'RavenDB-15741 Move EncryptionBuffersPool to per core model.',"b""* We'll keep track of encryption buffer by power of 2 _page sizes_. In other words, 1,2,4,8,16 .. 128 pages (8KB ... 1 MB)\r\n* Beyond that, we'll just allocate / deallocate directly.\r\n* All data is shared on a per core model, instead of concurrent stack model"""
728987712,11310,b'RavenDB-15706 better error when using bulk insert without db',b''
728966010,11309,b'RavenDB-15548 Modify database client configuration Etag to use same incremental Etag as server wide client configuration',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15548\r\n\r\nTwo remain issues will remain as discussed:\r\n* Mix cluster (some node with this fix and some not) can cause unnecessary client configuration update and/or not update a necessary configuration.\r\n* If the client cached a higher value then the current incremental ETag (returned from Hash.Combine of database and server-wide client configuration) then the server will think the client has a more up to date client configuration.'
728856364,11308,b'RavenDB-15765 Avoid recursion in in queries',"b""RavenDB-14695 Modify the manner in which we handle in queries.\r\nIf we have a low amount of items, we'll use a lazy approach with a Disjunction operation\r\nIf we have a large amount of items (> 128), we'll read them to a bitmap and scan them from there. Results show significant improvement in several key scenarios."""
728569048,11307,b'RavenDB-14695 Reduce the cost of in queries',b''
728167243,11306,b'RavenDB-15765 Avoid recursion in in queries (with adjustments)',b''
728087962,11305,b'RavenDB-15765 Avoid recursion in in queries',b''
728028732,11304,b'RavenDB-15764 support for C# record serialization',b'Do we want that for 4.2 or 5.0?'
727961951,11303,b'RavenDB-15763 dropped Experimental flag from Documents Compression',b''
727717577,11302,"b'RavenDB-15762 Consider adding support for \'""yyyy-MM-ddTHH:mm:ss.fffZ""\xe2\x80\xa6'","b""\xe2\x80\xa6' date format for timeseries"""
727435924,11301,b'RavenDB-15754 - Improve the performance of LoadDocument for 1 to many relationships',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15754'
727393659,11300,b'RavenDB-15571 Edit index fields - inherit Analyzer info',b''
727357892,11299,"b""RavenDB-15313 : Get counters - Use sorted hash set or don't relay on order""",b'https://issues.hibernatingrhinos.com/issue/RavenDB-15313'
727190938,11298,b'RavenDB-15316 Add certificate error to the notification center',b''
727122544,11297,b'RavenDB-15757 Cannot skip ReplicationHubCertificates when importing a backup',b''
726821696,11296,b'5.0 to 5.1 merge',b''
726525555,11295,b'RavenDB-15668 Document Revisions View - Enhancements',b''
726450800,11294,b'RavenDB-15753 added System.IO to references used during index compilation',b''
726298107,11293,b'RavenDB-15526 ParallelClusterTransactions fix',b''
726247320,11292,b'4.2 to 5.0 merge',b''
726162188,11291,b'RDBCL-1378 keep track of iowait value',b''
726153853,11290,b'RDBCL-1378 keep track of iowait value',b''
726142049,11289,b'RavenDB-15126 add more details to the failing reason',b''
725794385,11288,b'BigDummyStream optimization & discarding encryption buffers in tests',b''
725720643,11287,b'RavenDB-15739 - Search on ID throwing an exception',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15739'
725702644,11286,b'4.2 to 5.0 merge',b''
725628389,11285,b'RavenDB-13479: Add include time series last range by time or count',"b'for query, load and subscription'"
725625485,11284,b'RavenDB-15442 tight the test',b''
725599258,11283,b'RavenDB-15458 increase test timeout',b''
725507770,11282,"b'RavenDB-15597 update colors, add missing icons'",b''
725506227,11281,b'RavenDB-15737 update the sink changes during HandleDatabaseRecordChange',b''
725428901,11280,b'RavenDB-15145 When adding PullReplicationAsSink with a certificate wi\xe2\x80\xa6',"b'\xe2\x80\xa6thout a private key, give good error'"
725428399,11279,b'RavenDB-15145 When adding PullReplicationAsSink with a certificate wi\xe2\x80\xa6',"b'\xe2\x80\xa6thout a private key, give good error'"
725411777,11278,b'RavenDB-15719 Allow export and import revision without configuration',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15719'
724703951,11277,b'RavenDB-13901  Show CPU & Memory graphs on dashboard when view loads',b''
724631101,11276,b'RavenDB-15730 - Failed to start the server after machine restart during initialization',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15730'
724560024,11275,"b""RavenDB-15726 - Backup isn't running after moving the database in the cluster""",b'https://issues.hibernatingrhinos.com/issue/RavenDB-15726'
724534524,11274,b'RavenDB-15597 Ongoing Tasks menu item location',b''
724460244,11273,b'RavenDB-15678 - Fix the server-wide link in the ongoing-tasks view',b''
724436391,11272,b'RavenDB-15622 address PR comments',b''
724435904,11271,"b'RavenDB-15140 The token of null ValueExpression set to ""null""'","b'https://issues.hibernatingrhinos.com/issue/RavenDB-15140\r\n\r\nI tested ""from Commands where null = Error"" as well but in this scenario, it fails while the assumption is the left value is a field.\r\nResult of the parser:\r\n```\r\nif (this.null === this.Error )\r\n{\r\n return true;\r\n\r\n}\r\n```\r\nDo we want to support it?'"
724292293,11270,b'RavenDB-15622 database LastAccessTime updated upon each transaction',b''
724290748,11269,b'RavenDB-15678  Server-Wide External Replication - Studio',b''
724011184,11268,b'RavenDB-15609 stabilize test and add more debug info',b''
723997581,11267,b'RavenDB-15670 Platform not supported warning in LetsEncryptClient',b''
723526172,11266,b'5.0 to 5.1 merge',b''
723213155,11265,b'RavenDB-15632 Cache the PropertyTag for the duration of a single object construction and reuse immediately',b''
723142509,11263,b'RavenDB-15632 dispose the command in ETL to release the blittables',b''
723109701,11262,b'RavenDB-15632',b'- dispose the command in ETL to release the blittables\r\n- set max cache size for global pool items'
722401839,11260,b'RavenDB-15032 Add compare exchange index to sample data',"b'https://issues.hibernatingrhinos.com/issue/RavenDB-15032\r\n\r\nI added compare exchange per product {key: productId, value: UnitOnStack}\r\nAnd I created an index by this code\r\n```\r\nprivate class Products_ByUnitOnStock : AbstractIndexCreationTask<Product>\r\n{\r\n    public class Result\r\n    {\r\n        public int UnitOnStock;\r\n    }\r\n\r\n    public Products_ByUnitOnStock()\r\n    {\r\n        Map = employees =>\r\n            from employee in employees\r\n            select new Result {UnitOnStock = LoadCompareExchangeValue<int>(employee.Id)};\r\n    }\r\n}\r\n```'"
722139235,11259,b'RavenDB-15707 fixed issue with PAL not being copied for Win7',b''
722121423,11258,b'RavenDB-15697 Add wait time for etag in EtlTombstonesInTheCluster',b''
722050445,11257,b'RavenDB-15616 use the initial value if not found in the json',b''
721647942,11256,b'RavenDB-14992 unify WhoIsLocking code path and handle exceptions thrown by it',b''
721488007,11255,b'RavenDB-15678 - server wide external replication adjustments',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15678'
721433773,11254,b'5.0 to 5.1 merge',b''
721361772,11253,b'RavenDB-15617 handle TS legacy issue in the lowest MoveNext',b''
721357451,11252,b'HRINT-1831 filtered replication should always pass revisions tombstones',b''
721333827,11251,b'RDBCL-1575: fix stale backups [cherry pick from v4.2]',b''
721238361,11250,b'5.0 to 5.1 merge + updated to .NET 5.0 RC2',b''
721135667,11249,b'RavenDB-15017 add info to AddGlobalChangeVectorToNewDocument',b''
720363985,11248,b'RDBCL-1575: Cancel the backup timer if the backup task is ActiveByOtherNode',"b'so when the backup task is back to be ActiveByCurrentNode, the timer can be rearranged.'"
720207200,11247,b'5.0 to 5.1 merge',b''
720029093,11246,b'RavenDB-15703 Fixing the export of subscriptions',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15703'
719989964,11245,b'4.2 to 5.0 merge',b''
719884602,11244,"b""RavenDB-15466 don't dispose test certificates""",b''
719414028,11243,b'RavenDB-15701 EnsureNotPassive should wait for certificates to be applied',b''
719383957,11242,b'RavenDB-15700 Fixing map-reduce index debug endpoint used by map-redu\xe2\x80\xa6',b'\xe2\x80\xa6ce visualizer. Taking into account that there might be empty aggregation results.'
719231132,11241,b'RavenDB-15466 wrap certificate to discover improper dispose',b''
719225612,11240,"b""RavenDB-15694 Fix dropdown options in 'Create new database'""",b''
719208994,11239,b'RavenDB-15695 Missing Vertical Scroll in Setup Wizard',b''
719154215,11238,b'RavenDB-15605 Bad view of IOStats',b''
719150217,11237,b'RavenDB-15017 add check to AddGlobalChangeVectorToNewDocument',b''
719145275,11236,b'5.0 to 5.1 merge',b''
719142743,11235,b'RavenDB-15548 Custom combine to client config indexes',"b""https://issues.hibernatingrhinos.com/issue/RavenDB-15548\r\n\r\nAs I see it if we want to simplify the backward compatibility the following solution can be possible.\r\nThe client doesn't need to know about the changes at all.\r\nAnd as an addition, we reduce config update while if there are **database** client config and the server-wide config changed there is no need to update.\r\n\r\nThis solution will work smoothly (I think) on a fresh cluster.\r\nBut when a user upgrades there are two problems:\r\n * When a `RequestExecutor` created before the upgrade it can hold `Etag` (hash combine from database & server-wide index) that would be considered as more updated in the new implementation while it is not.\r\n * When the cluster is combined of upgraded and unupgraded nodes so it can cause to endless client config update.\r\n\r\nAnother solution can be instead of replating the old `Etag` that sent to the client just add new property (to the header).\r\nBut this will require changes in the client as well"""
719141128,11234,b'4.2 to 5.0 merge',b''
718872306,11233,"b'RavenDB-15597 + RavenDB-15664 : Tasks => Main Menu, DatabaseRecord =>\xe2\x80\xa6'",b'\xe2\x80\xa6 Advanced Menu'
718850020,11232,b'RavenDB-15672 : fix failing test',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15672'
718828946,11231,b'RavenDB-15671 Fix failing TimeSeriesGroupByTag tests',b''
718823016,11230,b'RavenDB-7070 use invariant culture when parsing numbers in BlittableObjectInstance',"b""Failing test: RavenDB_13503.IndexProjectionShouldSupportMathematicalAdditionOfNumberProperties on 'pl-PL' culture"""
718822119,11229,b'RavenDB-15693 Allow to boost on complex queries',b''
718806692,11228,b'RavenDB-15680 Allow to Export/import the Hub/Sink Replication Task De\xe2\x80\xa6',b'\xe2\x80\xa6finition w/o Access Info - Studio side only'
718805068,11227,b'RavenDB-15101 couple operation id with its node tag',"b'operation id is local to a given node, so working with it, needs to be done against the same node.'"
718800613,11226,b'RavenDB-14286 New commands added to checked list',b'https://issues.hibernatingrhinos.com/issue/RavenDB-14286'
718800321,11225,b'RavenDB-14286 New commands added to checked list',b'https://issues.hibernatingrhinos.com/issue/RavenDB-14286'
718783301,11224,b'RavenDB-15645 segment max value can be negative',b'\\+ typed api fix (Non-existing time-series typed value is NaN)'
718106358,11223,b'RavenDB-15605 Bad view of IOStats',b''
718103303,11222,b'RavenDB-15679 Broken UI when compacting only documents',b''
717599504,11221,b'5.0 to 5.1 merge',b''
717585584,11220,b'4.2 to 5.0 merge',b''
717512376,11219,b'RavenDB-15303 Expose Timings Chart Option',b''
717374401,11218,b'RavenDB-15692: Incremental backup with no changes should set status.i\xe2\x80\xa6',b'\xe2\x80\xa6sFull to false'
717345984,11217,b'RavenDB-7070 updated packages',b''
717286793,11216,b'RavenDB-15575 Patch guide is not visible when using Blue theme',b''
717204824,11215,b'RavenDB-14962 Fix test EtlTombstonesInTheCluster',b''
717164212,11214,b'RavenDB-15366 debug',b''
717060793,11213,b'RavenDB-15658 : fix failing test ',b'SlowTests.Client.TimeSeries.Query.TimeSeriesLinqQuery.CanQueryTimeSeriesAggregation_WithOffset\r\nhttps://issues.hibernatingrhinos.com/issue/RavenDB-15658'
716631142,11212,b'RavenDB-14360 Add info about backup files location',b''
716522793,11211,b'RavenDB-15603 Items disappear in databases view when it is portrait mode',b''
716224252,11210,b'RavenDB-15645 avoid segment split for different number of values',"b'If we append 10 entries when the first has 3 values and the rest only one,\r\nwe would call segment split 9 times.'"
715923638,11209,b'RavenDB-15684 Cannot Edit Server-Wide Backup Task',b''
715730154,11207,b'RavenDB-14286 Require inspection on new `RavenCommand`s for parallel execution if can be checked for fastest node',b'https://issues.hibernatingrhinos.com/issue/RavenDB-14286'
715715637,11206,b'RavenDB-15676 & RavenDB-15677 fix failing tests',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15676\r\nhttps://issues.hibernatingrhinos.com/issue/RavenDB-15677\r\n'
715585140,11205,b'RavenDB-15482 Flatten nested fields under Settings when editing the D\xe2\x80\xa6',b'\xe2\x80\xa6atabase Record'
715546040,11204,b'RavenDB-15628 properly handle output reduce to collection for timeseries and counters',b''
715493481,11203,b'RavenDB-15045 Lighter health check endpoint',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15045'
715474483,11202,b'RavenDB-15644 Hub global change vector should ignore any sink id',b''
715064736,11201,b'RavenDB-7070 document store leak fix',b'- fixed document store leak in DebugPackageHandler\r\n- document store in DebugPackageHandler should use the server certificate if there is one\r\n- do not dispose local server before downloading the debug package'
715046873,11200,b'RavenDB-15482 Editing nested fields under Settings in the Database Re\xe2\x80\xa6',b'\xe2\x80\xa6cord'
714958732,11199,b'5.0 to 5.1 merge',b''
714882948,11198,b'RavenDB-15681 fixed NRE',b''
714727233,11197,b'RavenDB-15507: Support for multiple collections in Subscriptions',b''
714709871,11196,b'RavenDB-15634 Double Scroll on Columns Selector Fix',b''
714670959,11195,b'RavenDB-15574 more debug info',b''
714656544,11194,b'RavenDB-15566 more debug info',b''
714644332,11193,b'RavenDB-15387 fixing race condition in test',b''
714293812,11192,b'RavenDB-15667 Hub Replication Access Info is Not exported/imported wh\xe2\x80\xa6',b'\xe2\x80\xa6en exporting/importing a database'
714290640,11191,b'RavenDB-15653 Database Settings View - Restrict value visibility',b''
714253883,11190,b'RavenDB-14787 Check for null argument in client commands',b'https://issues.hibernatingrhinos.com/issue/RavenDB-14787'
712886290,11189,"b""RavenDB-15663 Don't show the uptime if db is offline""",b''
711803582,11188,b'RavenDB-12471 More exception to return HttpStatusCode.ServiceUnavailable',b'https://issues.hibernatingrhinos.com/issue/RavenDB-12471\r\n\r\nhttps://github.com/ravendb/ravendb/pull/8198#pullrequestreview-183179828\r\n'
711776421,11187,b'RavenDB-15617 prevent putting same timestamp twice',b''
711764376,11186,b'RavenDB-15633 get rid of horizontal scroll in setup wizard',b''
711760755,11185,b'RavenDB-14472 - Server wide external replication',b'https://issues.hibernatingrhinos.com/issue/RavenDB-14472'
711121420,11184,b'RavenDB-15648 Backups list view - Fix badge label',b''
711119766,11183,b'RavenDB-15647 Backups list view - Fix scroll area',b''
711052819,11182,b'RavenDB-15538: Missing attachment break replication 4.2',b''
711047089,11181,b'RavenDB-15071 Replication Hub Certificates - Add Filtering in Studio',b''
710488076,11180,b'RavenDB-15632 fixing configuration',b''
710485607,11179,b'5.0 to 5.1 merge',b''
710127449,11178,b'5.0 to 5.1 merge',b''
710117092,11177,b'RavenDB-15660 Support for @all_docs subscription with revisions',b''
709271450,11176,b'RavenDB-15657 No need for Unsaved Changes Dialog when navigating away\xe2\x80\xa6',b'\xe2\x80\xa6 from Manage Database Group View'
709263753,11175,b'RavenDB-14321 Allow to define separate conflict revision configuratio\xe2\x80\xa6',b'\xe2\x80\xa6n - Studio part'
708750220,11174,b'RavenDB-7070 updated Jint',b''
708142343,11173,b'RavenDB-14245 Informative exception when wrong using projection',b'https://issues.hibernatingrhinos.com/issue/RavenDB-14245'
708124636,11172,b'RavenDB-15656 NRE in EsprimaVisitor',b''
